ratio,media,source,jobs,recordsize,mode,iters,source_bytes,elapsed_ms,write_bw_mib_s,cpu_active_pct,cpu_system_pct,cpu_iowait_pct,cpu_active_s_per_gib_calc,compressratio,qat_byte_share_pct_calc,comp_requests_delta,comp_in_delta,dc_fails_delta,sha_ok,effective_level,effective_hufftype,effective_min_buf,effective_max_buf,stamp
unknown,nvme,mixed,4,128K,sw,2,805306368.0,1268.1345000000001,605.6700000000001,40.058710500000004,36.935,0.6900000000000001,43.34919066501313,1.88,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,512K,qat,2,805306368.0,1202.961,638.425,5.425227,5.234999999999999,0.565,5.56914047756544,1.96,100.0,3072.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,512K,sw,2,805306368.0,1480.0605,524.335,36.765397,29.625,0.635,46.43414345942912,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,1M,qat,2,805306368.0,1156.7675,663.925,5.290900499999999,5.31,0.585,5.2226916216607995,1.96,100.0,1536.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,1M,sw,2,805306368.0,1250.9180000000001,613.9549999999999,40.2105125,37.585,0.33499999999999996,42.92271264040534,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,128K,qat,2,1610612736.0,1458.13,1053.58,6.8883165,10.945,0.835,4.285466000275201,1.88,100.048828125,24588.0,3222798336.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,128K,sw,2,1610612736.0,1728.4095,888.6800000000001,40.117411000000004,54.325,0.12,29.58477409612992,1.88,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,512K,qat,2,1610612736.0,1390.586,1105.595,5.866095,9.79,0.865,3.4804520881792,1.96,100.1953125,6156.0,3227516928.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,512K,sw,2,1610612736.0,1871.011,821.5350000000001,40.624622,50.86,1.2650000000000001,32.43055557667926,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,1M,qat,2,1610612736.0,1341.1715,1146.18,5.563476,9.65,1.6549999999999998,3.1836055262438396,1.96,100.52083333333333,3088.0,3238002688.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,1M,sw,2,1610612736.0,1784.2305000000001,860.97,40.8675545,53.585,0.7250000000000001,31.111311871706558,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,128K,qat,2,201326592.0,430.8695,445.88,3.6892885,2.44,0.755,5.425841122477227,1.0,100.0,3072.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,128K,sw,2,201326592.0,702.8995,273.155,52.254766000000004,21.74,1.21,125.37121755824472,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,512K,qat,2,201326592.0,401.605,478.09000000000003,2.975001,2.1100000000000003,0.825,4.0781662774784,1.0,100.0,768.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,512K,sw,2,201326592.0,699.7755,274.38,52.849933,22.085,1.78,126.23560803000834,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,1M,qat,2,201326592.0,403.8895,475.38,2.9709415,2.115,0.8,4.095768156037973,1.0,100.0,384.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,1M,sw,2,201326592.0,696.8115,275.61,53.501194,22.46,1.42,127.24991058920448,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,128K,qat,2,805306368.0,842.451,911.6949999999999,4.0949285,5.595000000000001,1.255,2.9438093736563204,1.0,100.0,12288.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,128K,sw,2,805306368.0,1401.1775,548.115,60.91961,50.900000000000006,0.55,72.83983943746134,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,512K,qat,2,805306368.0,844.215,909.76,3.3601055,4.5649999999999995,1.25,2.4206092498624,1.0,100.0,3072.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,512K,sw,2,805306368.0,1758.8184999999999,448.65999999999997,58.440937500000004,40.57,1.44,87.7115750676,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,1M,qat,2,805306368.0,1004.9214999999999,764.315,4.392028,4.98,1.125,3.7663090054843735,1.0,100.0,1536.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,1M,sw,2,805306368.0,1541.521,498.68499999999995,65.4928965,49.755,0.5700000000000001,86.15140292742528,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,128K,qat,2,1610612736.0,1684.372,913.35,7.5087695,10.23,1.195,5.396292736108372,1.0,100.048828125,24588.0,3222798336.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,128K,sw,2,1610612736.0,2421.509,635.755,62.4325005,60.49,1.045,64.50383439072192,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,512K,qat,2,1610612736.0,1178.3494999999998,1303.525,4.105176999999999,7.99,1.62,2.0639288598875725,1.0,100.22786458333333,6158.0,3228565504.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,512K,sw,2,1610612736.0,2594.969,592.0799999999999,66.900582,60.295,0.565,74.07143951870206,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,1M,qat,2,1610612736.0,1164.317,1319.325,4.1086305,8.105,1.63,2.0410659574905603,1.0,100.45572916666667,3086.0,3235905536.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,1M,sw,2,1610612736.0,2531.397,610.115,65.578571,60.955,1.09,70.82896976797312,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,128K,qat,2,191346108.0,557.0055,328.255,4.083659,1.99,0.48,8.16900504305435,16.88,100.00993592197862,2920.0,382730240.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,128K,sw,2,191346108.0,544.9185,334.88,9.560107,4.84,0.295,18.7091697926681,16.86,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,512K,qat,2,191346108.0,527.529,345.935,3.1351750000000003,1.625,0.32,5.939752342308285,24.49,100.00993592197862,730.0,382730240.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,512K,sw,2,191346108.0,522.307,349.39,9.6975405,5.125,0.195,18.190626601528624,24.42,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,1M,qat,2,191346108.0,544.2545,335.33,3.165353,1.5899999999999999,0.315,6.187060872975865,25.15,100.2839357464224,366.0,383778816.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,1M,sw,2,191346108.0,521.3335,350.03,9.4747625,5.015000000000001,0.43000000000000005,17.739614428667263,25.17,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,128K,qat,2,765384432.0,823.1469999999999,886.835,3.9645025,5.29,0.605,2.9299911953025437,16.92,100.00993592197862,11680.0,1530920960.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,128K,sw,2,765384432.0,774.847,942.125,10.8938785,15.58,0.18,7.578769569922439,16.9,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,512K,qat,2,765384432.0,825.388,884.35,3.2644035000000002,4.325,0.64,2.4191466976749054,24.58,100.00993592197862,2920.0,1530920960.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,512K,sw,2,765384432.0,758.63,962.2349999999999,11.030702999999999,16.125,0.255,7.513346599598078,24.51,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,1M,qat,2,765384432.0,788.7135000000001,925.59,3.320846,4.61,0.66,2.351625875646004,25.25,100.2839357464224,1464.0,1535115264.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,1M,sw,2,765384432.0,725.564,1007.2750000000001,9.992785999999999,15.334999999999999,0.535,6.509723357096974,25.26,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,128K,qat,2,1530768864.0,934.4755,1562.27,4.177837,9.835,0.74,1.7526275541476486,16.93,100.0698733835757,23374.0,3063676928.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,128K,sw,2,1530768864.0,834.7545,1748.85,11.375168500000001,30.16,0.14500000000000002,4.262720242755369,16.91,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,512K,qat,2,1530768864.0,923.2660000000001,1581.1999999999998,3.531155,8.39,0.95,1.4635711761013765,24.6,100.26681075739465,5855.0,3069706240.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,512K,sw,2,1530768864.0,847.855,1721.835,11.480312,29.994999999999997,0.335,4.3696384118410085,24.52,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,1M,qat,2,1530768864.0,879.117,1660.7350000000001,3.546789,8.805,0.98,1.399755733506452,25.26,100.83193539530994,2944.0,3087007744.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,1M,sw,2,1530768864.0,832.2655,1754.1,12.2776605,32.71,0.14,4.587200639714813,25.28,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
